gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,math_score_original,reading_score_original,writing_score_original,gender_original,race/ethnicity_original,parental_level_of_education_original,lunch_original,test_preparation_course_original,math_score_binned
0,3,5,0,1,0.02129791735911408,1.026842979972299,1.0646440314032108,67,84,84,female,group D,some high school,free/reduced,none,1
1,3,4,1,1,1.4863965115047144,0.5233784457839912,0.5791995506775081,88,77,77,male,group D,some college,standard,none,2
1,1,2,1,1,-0.6763680798530766,-1.5624031958532836,-1.223879949160816,57,48,51,male,group B,high school,standard,none,0
0,3,4,1,0,0.8584971140137428,1.026842979972299,1.5500885121289134,79,84,91,female,group D,some college,standard,completed,1
0,2,1,0,1,0.02129791735911408,0.3795314360159032,0.2324534930162919,67,75,72,female,group C,bachelor's degree,free/reduced,none,1
1,4,1,1,0,0.23059771652277128,-0.41162711770858024,0.09375506995180544,70,64,70,male,group E,bachelor's degree,standard,completed,1
1,3,1,0,1,-1.16473427790161,-1.9939442251575472,-1.4319275837575458,50,42,48,male,group D,bachelor's degree,free/reduced,none,0
0,0,4,1,1,0.1608311168015522,1.026842979972299,0.9259456083387243,69,84,82,female,group A,some college,standard,none,1
0,2,1,1,0,-1.0252010784591719,-0.6273976323607121,-0.1836417761771675,52,61,66,female,group C,bachelor's degree,standard,completed,0
0,2,1,0,0,-1.3740340770652673,-0.5554741274766681,-0.1836417761771675,47,62,66,female,group C,bachelor's degree,free/reduced,completed,0
0,1,0,0,1,-1.4438006767864864,-0.6273976323607121,-0.9464831030318431,46,61,55,female,group B,associate's degree,free/reduced,none,0
0,4,4,1,1,0.09106451708033314,0.019913911595683467,-0.1836417761771675,68,70,66,female,group E,some college,standard,none,1
1,4,1,1,0,2.3235957081593432,2.1776190581170023,2.1742314159191025,100,100,100,male,group E,bachelor's degree,standard,completed,2
0,2,2,1,1,-1.5833338762289244,-0.6273976323607121,-1.1545307376285727,44,61,52,female,group C,high school,standard,none,0
0,2,0,1,0,-0.6763680798530766,0.5233784457839912,0.7872471852742378,57,77,80,female,group C,associate's degree,standard,completed,0
1,1,4,1,0,1.6956963106683718,1.8899250385808264,1.5500885121289134,91,96,91,male,group B,some college,standard,completed,2
1,3,2,0,1,0.1608311168015522,0.019913911595683467,-0.11429256464492427,69,70,67,male,group D,high school,free/reduced,none,1
0,2,2,0,1,-2.211233273719896,-1.2027856714330638,-1.5706260068220321,35,53,46,female,group C,high school,free/reduced,none,0
1,3,2,1,1,0.3701309159652094,-0.26778010794049234,-0.1836417761771675,72,66,66,male,group D,high school,standard,none,1
0,1,0,0,1,-0.8856678790167338,-0.3397036128245363,-0.25299098770941075,54,65,65,female,group B,associate's degree,free/reduced,none,0
1,3,2,0,1,0.5096641154076476,0.019913911595683467,0.0244058584195622,74,70,69,male,group D,high school,free/reduced,none,1
1,4,5,1,0,0.5096641154076476,-0.41162711770858024,-0.5997370453706269,74,64,60,male,group E,some high school,standard,completed,1
1,4,0,0,1,-0.18800188180454314,-0.9870151567809319,-1.1545307376285727,64,56,52,male,group E,associate's degree,free/reduced,none,1
0,3,2,0,0,-0.11823528208332405,-0.6273976323607121,0.16310428148404868,65,61,71,female,group D,high school,free/reduced,completed,1
1,4,0,0,0,-1.4438006767864864,-1.9220207202735033,-1.7093244298865187,46,43,44,male,group E,associate's degree,free/reduced,completed,0
0,2,5,0,1,-1.3042674773440481,-0.9870151567809319,-1.223879949160816,48,56,51,female,group C,some high school,free/reduced,none,0
1,2,4,0,0,0.02129791735911408,0.3076079311318593,0.09375506995180544,67,74,70,male,group C,some college,free/reduced,completed,1
1,3,4,0,1,-0.3275350812469813,-0.9150916518968879,-0.46103862230614046,62,57,62,male,group D,some college,free/reduced,none,1
1,3,0,0,0,-0.39730168096820034,0.09183741647972742,0.30180270454853514,61,71,73,male,group D,associate's degree,free/reduced,completed,1
1,2,1,0,0,0.23059771652277128,0.3795314360159032,0.37115191608077835,70,75,74,male,group C,bachelor's degree,free/reduced,completed,1
1,2,0,1,0,2.184062508716905,1.2426134946244307,1.4807393005966702,98,87,90,male,group C,associate's degree,standard,completed,2
1,3,4,0,1,0.23059771652277128,-0.4835506225926242,-0.7384354684351134,70,63,58,male,group D,some college,free/reduced,none,1
1,0,0,1,1,0.02129791735911408,-0.9150916518968879,-1.0851815260963296,67,57,53,male,group A,associate's degree,standard,none,1
0,4,2,0,1,-0.6763680798530766,-0.843168147012844,-0.8077846799673566,57,58,57,female,group E,high school,free/reduced,none,0
1,3,4,1,0,1.2770967123410573,0.811072465320167,1.133993242935454,85,81,85,male,group D,some college,standard,completed,2
1,3,5,1,0,0.7189639145713047,-0.12393309817240444,0.0244058584195622,77,68,69,male,group D,some high school,standard,completed,1
1,2,3,0,0,0.3701309159652094,-0.26778010794049234,0.2324534930162919,72,66,72,male,group C,master's degree,free/reduced,completed,1
0,3,3,1,1,0.7887305142925238,1.5303075141606066,1.8968345697901297,78,91,96,female,group D,master's degree,standard,none,1
1,2,2,1,1,0.998030313456181,-0.26778010794049234,-0.32234019924165397,81,66,64,male,group C,high school,standard,none,2
1,0,5,0,0,-0.39730168096820034,-0.5554741274766681,-0.5303878338383837,61,62,61,male,group A,some high school,free/reduced,completed,1
0,1,2,1,1,-0.6066014801318576,-0.12393309817240444,-0.5303878338383837,58,68,61,female,group B,high school,standard,none,0
0,2,0,1,1,-0.8856678790167338,-0.6273976323607121,-0.7384354684351134,54,61,58,female,group C,associate's degree,standard,none,0
1,1,2,1,1,1.0677969131774,0.882995970204211,0.7872471852742378,82,82,80,male,group B,high school,standard,none,2
0,3,4,0,1,-1.2345008776228292,-0.843168147012844,-0.5997370453706269,49,58,60,female,group D,some college,free/reduced,none,0
1,1,5,0,0,-1.2345008776228292,-1.4185561860851956,-1.1545307376285727,49,50,52,male,group B,some high school,free/reduced,completed,0
0,4,2,0,0,-0.6763680798530766,0.3795314360159032,0.30180270454853514,57,75,73,female,group E,high school,free/reduced,completed,0
1,4,2,1,1,1.904996109832029,0.23568442624781533,0.16310428148404868,94,73,71,male,group E,high school,standard,none,2
0,3,4,1,0,0.5794307151288666,0.5233784457839912,0.9952948198709675,75,77,83,female,group D,some college,standard,completed,1
0,4,5,0,1,0.5096641154076476,0.3076079311318593,0.2324534930162919,74,74,72,female,group E,some high school,free/reduced,none,1
1,2,2,1,0,-0.6066014801318576,-1.2747091763171077,-1.0158323145640864,58,52,54,male,group C,high school,standard,completed,0
0,2,4,1,1,-0.3275350812469813,-0.05200959328836049,0.0244058584195622,62,69,69,female,group C,some college,standard,none,1
1,4,0,1,1,0.3701309159652094,-0.9150916518968879,-0.46103862230614046,72,57,62,male,group E,associate's degree,standard,none,1
1,2,4,1,1,1.2073301126198381,1.2426134946244307,0.856596396806481,84,87,81,male,group C,some college,standard,none,2
0,3,3,1,1,1.7654629103895907,2.1776190581170023,2.1742314159191025,92,100,100,female,group D,master's degree,standard,none,2
0,3,2,1,1,-1.5135672765077055,-0.4835506225926242,-0.6690862569028702,45,63,59,female,group D,high school,standard,none,0
1,2,2,1,1,0.5794307151288666,0.811072465320167,0.16310428148404868,75,81,71,male,group C,high school,standard,none,1
0,0,4,1,1,-0.7461346795742957,-0.843168147012844,-0.32234019924165397,56,58,64,female,group A,some college,standard,none,0
0,3,5,0,1,-1.3042674773440481,-1.1308621665490197,-1.0851815260963296,48,54,53,female,group D,some high school,free/reduced,none,0
0,4,0,1,1,2.3235957081593432,2.1776190581170023,2.1742314159191025,100,100,100,female,group E,associate's degree,standard,none,2
0,2,5,0,0,-0.11823528208332405,0.4514549408999472,0.4405011276130216,65,76,75,female,group C,some high school,free/reduced,completed,1
1,3,4,1,1,0.3701309159652094,-0.9150916518968879,-0.7384354684351134,72,57,58,male,group D,some college,standard,none,1
0,3,4,1,1,-0.3275350812469813,0.019913911595683467,0.2324534930162919,62,70,72,female,group D,some college,standard,none,1
1,0,5,1,0,-0.04846868236210499,-0.12393309817240444,-0.32234019924165397,66,68,64,male,group A,some high school,standard,completed,1
1,2,4,1,1,-0.2577684815257622,-0.4835506225926242,-0.5997370453706269,63,63,60,male,group C,some college,standard,none,1
0,4,0,1,1,0.09106451708033314,0.4514549408999472,-0.11429256464492427,68,76,67,female,group E,associate's degree,standard,none,1
0,1,1,1,1,0.5794307151288666,1.026842979972299,0.7872471852742378,75,84,80,female,group B,bachelor's degree,standard,none,1
0,3,1,1,1,1.5561631112259335,2.1776190581170023,2.1742314159191025,89,100,100,female,group D,bachelor's degree,standard,none,2
1,2,5,1,0,0.7887305142925238,0.16376092136377138,0.0244058584195622,78,72,69,male,group C,some high school,standard,completed,1
0,0,2,0,0,-0.9554344787379528,-1.4185561860851956,-0.5997370453706269,53,50,60,female,group A,high school,free/reduced,completed,0
0,3,4,0,1,-1.2345008776228292,-0.3397036128245363,-0.5303878338383837,49,65,61,female,group D,some college,free/reduced,none,0
0,0,4,1,1,-0.8856678790167338,-0.4835506225926242,-0.11429256464492427,54,63,67,female,group A,some college,standard,none,0
0,2,4,1,0,-0.18800188180454314,0.882995970204211,0.5791995506775081,64,82,77,female,group C,some college,standard,completed,1
1,1,4,0,0,-0.4670682806894194,-0.5554741274766681,-0.5997370453706269,60,62,60,male,group B,some college,free/reduced,completed,0
1,2,0,1,1,-0.3275350812469813,-0.3397036128245363,-0.7384354684351134,62,65,58,male,group C,associate's degree,standard,none,1
1,3,2,1,0,-0.8159012792955147,-2.065867730041591,-1.4319275837575458,55,41,48,male,group D,high school,standard,completed,0
0,2,0,1,1,1.6956963106683718,1.8180015336967823,1.7581361467256431,91,95,94,female,group C,associate's degree,standard,none,2
1,3,5,1,1,0.998030313456181,0.5953019506680352,0.6485487622097513,81,78,78,male,group D,some high school,standard,none,2
1,1,5,1,0,0.8584971140137428,1.0987664848563428,1.2033424544676972,79,85,86,male,group B,some high school,standard,completed,1
0,0,4,1,0,0.7887305142925238,1.2426134946244307,1.5500885121289134,78,87,91,female,group A,some college,standard,completed,1
0,2,5,1,1,0.5096641154076476,0.3795314360159032,0.9259456083387243,74,75,82,female,group C,some high school,standard,none,1
1,0,2,1,1,-0.6763680798530766,-1.3466326812011518,-1.0158323145640864,57,51,54,male,group A,high school,standard,none,0
0,2,0,1,1,-1.8624002751138007,-0.7712446421288001,-1.223879949160816,40,59,51,female,group C,associate's degree,standard,none,0
1,4,5,1,0,0.998030313456181,0.3795314360159032,0.5098503391452649,81,75,76,male,group E,some high school,standard,completed,2
0,0,5,0,1,-1.5833338762289244,-1.7781737105054154,-1.6399752183542755,44,45,45,female,group A,some high school,free/reduced,none,0
0,3,4,0,0,0.02129791735911408,1.1706899897403868,0.9952948198709675,67,86,83,female,group D,some college,free/reduced,completed,1
1,4,2,0,0,1.3468633120622764,0.811072465320167,0.4405011276130216,86,81,75,male,group E,high school,free/reduced,completed,2
0,1,5,1,0,-0.11823528208332405,0.882995970204211,0.6485487622097513,65,82,78,female,group B,some high school,standard,completed,1
0,3,0,0,1,-0.8159012792955147,0.4514549408999472,0.5098503391452649,55,76,76,female,group D,associate's degree,free/reduced,none,0
0,3,1,0,1,-0.3275350812469813,0.16376092136377138,0.37115191608077835,62,72,74,female,group D,bachelor's degree,free/reduced,none,1
1,0,2,1,1,-0.2577684815257622,-0.4835506225926242,-0.46103862230614046,63,63,62,male,group A,high school,standard,none,1
0,4,3,1,0,1.4863965115047144,2.105695553232958,1.8274853582578863,88,99,95,female,group E,master's degree,standard,completed,2
1,2,2,0,1,-0.3275350812469813,-1.0589386616649759,-0.9464831030318431,62,55,55,male,group C,high school,free/reduced,none,1
0,2,2,0,0,-0.5368348804106384,0.09183741647972742,-0.25299098770941075,59,71,65,female,group C,high school,free/reduced,completed,0
0,3,4,1,0,0.09106451708033314,0.5953019506680352,0.5791995506775081,68,78,77,female,group D,some college,standard,completed,1
0,3,4,0,1,0.7189639145713047,1.1706899897403868,1.2033424544676972,77,86,86,female,group D,some college,free/reduced,none,1
